,question,result
293,"What is the lowest, average and highest package offered for marketing in BIMM?","('LISTING-placements-indirect-factual',)"
294,"i am from pondicherry and classes like IMS, Ascent  are not available in my city. how can i prepare for CAT?","('EXAM-preparation-direct-opinion',)"
295,hieeeeeee thanks 4 ur ans.........cn u plz tell me the pattern n imp areas from where the generak awareness questions are asked in SNAP xam...........or do i hv to study everything?////,"('LISTING-GDPI-indirect-opinion',)"
296,"I have done BE mechanical with 55% agg. and willing to take admission in  Technical University, Munich. Am I eligible for the enrollment ?",()
297,what is the date of exam for m.sc math entrance 2014?,()
298,when will be the forms out,"('EXAM-dates-indirect-opinion', 'EXAM-notification-direct-factual', 'EXAM-notification-direct-opinion', 'LISTING-Admissions-indirect-factual')"
299,what are  the egilbility for doing mca in madras university affiliated colleges in chennai,"('LISTING-Affiliation-direct-factual',)"
300,Does getting shortlisted for counselling means that admission is confirmed in VIT University? How many ranks are taken into account?,()
301,How many days after the JEE exam does it takes to release the official answer key?,()
302,HOW IS THE BEST COLLAGE FOR B.SC IT IN PATIALA,"('COMPARISON-course comp-indirect-opinion',)"
303,"What is the eligibility criteria to get admission in Shri Ram College of Engineering, Delhi?",()
304,"How many marks in jeemains and cbse required to get in iiit-delhi for an delhi outsider general candi. my jee mains score is110,90%in cbse",()
305,"Which is a better option among MBA Guru, Career Launcher and TIME for CAT preparation in Delhi?",()
306,What is the required rank in CAT exam to get admission in DMS for MBA?,()
307,Can I get admission in St. Xaviers Kolkata with 91.75% for physics (Hons.)?,()
308,Can I sit for JEE-Mains 2014 if I clear compartment in class 12th ?,()
309,what's the scope of biotech? which are the best colleges in mumbai offerring b.sc in viotech &amp; what is the cut-off list?,()
310,Is Indian Business Academy(IBA) bangalore good when compared to IIPM? Is PGPM+MBA good or MBA?,()
311,I failed in my 12th sci2013.i dont want to waste a year.what else can i do other than repeating my boards.plz help,()
312,Which is the best college for MBA in HR among Shri Ramswaroop Memorial College and Babu Banarasi Das University?,()
313,Which course should I pursue among MBA and PGDM for better job prospects?,"('COMPARISON-course comp-indirect-opinion',)"
314,"How can I get admission in Jadavpur University for BE in CSE? What is the eligibility criteria, cut off and fee structure?",()
315,I have passed icse exam LAST year . i have lost my class 10 PRE- BOARD MARKSHEET. is there any use of PRE- BOARD report in future?,()
316,hiiii tell me some free cat online test site?,()
317,Can IIT syllabus be covered by self-study for JEE Mains and Advanced?,()
318,Hi.I m in my final year engineering and wish to pursue MBA from a very reputed TOP-B school of India.I m plannin to take on CAT exam.But the problem is that i haven taken any coaching from any preferred classes.but i have my daily preparations on for the CAT.so will i be able to crack CAT..?,()
319,How are the placements at Jaipuria-Indore?,"('LISTING-placements-direct-opinion',)"
320,what is the syllabus of MA final music vocal,"('EXAM-syllabus-direct-opinion',)"
321,Can I do my B.A. from Christ University ? Is it a good option ? Last date for application ? Can't find on site.,"('EXAM-dates-direct-factual',)"
322,"What are my chances to get a good college? I have scored 72% in 10th, 72% in 12th, 60% in B.Com and my ATMA score is 78.83 percentile.","('EXAM-scores-direct-opinion',)"
323,I have done B.Tech in mechanical. Am I eligible to pursue M.Sc in mathematics in correspondence?,"('LISTING-eligibility-direct-factual',)"
324,"how,i have passed from 12th this year with 70% in science,and i didnt got good rank in aieee,should i drop or not",()
325,"Which is a better course to pursue, B.Sc in IT or B.Sc in CS?","('COMPARISON-course comp-indirect-opinion',)"
326,Will I be deemed eligible to pursue M.Tech from IIT after completing M.Sc in physics if I qualify GATE exam?,()
327,What is the procedure to get admission in MBA IT in BIT Mesra?,"('LISTING-Admissions-direct-factual',)"
328,Do we need to write VIT entrance exam for joining 5 year course?,"('LISTING-Admissions-indirect-factual', 'LISTING-Entrance exam-direct-opinion')"
329,"Which career field is better amongst hospitality management, hotel management and finance?","('COMPARISON-course comp-indirect-opinion',)"
330,"Which is the best college for CSE in Ghaziabad among ABES, KIET and AKGEC?",()
331,Is it worth to join XIME-Kochi for finance?,"('EXAM-coaching -indirect-opinion',)"
332,What is the eligibility criteria of CIWG?,"('EXAM-eligibility-direct-factual', 'EXAM-eligibility-direct-opinion', 'LISTING-eligibility-direct-factual')"
333,Sir i am in xii non med side now and i want to crack ias but i dont know what to do after xii for achieving my goal.,()
334,when will course start and what is the procedure for take admmision??,()
335,What will be the minimum sectional cut off for IIM this year as per your prediction ?,"('EXAM-cut off-direct-opinion', 'LISTING-Cut off-direct-factual', 'LISTING-Cut off-direct-opinion')"
336,what is the admission process in CDAC?how to prepare for it?,"('EXAM-preparation-direct-opinion', 'EXAM-scores-indirect-opinion')"
337,"Sir, JEE mains 2013 air is 4935. I am likely to get Mech at nit calicut or Instrmentaion &amp; control at nit trichy. Which one will u suggest",()
338,How can I prepare for JEE exams as my aim is to pursue aerospace engineering from IIT? Which is the best foundation course?,()
339,Can you tell me regarding the placements for international business program?,"('LISTING-placements-direct-opinion',)"
340,What is the last year cut off?,"('EXAM-cut off-direct-opinion', 'LISTING-Cut off-direct-factual', 'LISTING-Cut off-direct-opinion')"
341,what is the fee structure for studying ACCA at PSBF?,"('LISTING-Fees-direct-opinion',)"
342,Which is the best university for BBA in Jaipur?,()
343,Which test should I prefer to pursue MBA in finance abroad among GMAT and IELTS?,()
344,is this college approved by ugc,"('LISTING-Affiliation-indirect-factual',)"
345,Which are the best MBA colleges in Indore other than Prestige Institute of Management?,"('COMPARISON-College comparison-direct-opinion',)"
346,I have complite my graduation Bsc computers resently.i would like to study MCA in distance.is there any problem.which university is bet,()
347,Can I apply for GD-PI with a CAT score of 152? I am appearing for CMAT-2.,()
348,i have done t.y.b.com from distance education of mumbai university with63% and also given cat.now i wanted to take admission for full time m.b.a course.so am i eligible for it?if yes then tel me names of institutes in maharashtra  which will consider me eligible,"('LISTING-eligibility-direct-factual',)"
349,What is the benefit to get admission in this college?,()
350,What are my chances to get admission in this college through CAP round? I have scored 87.35 percentile in MAH-CET 2016.,"('EXAM-scores-direct-opinion',)"
351,"What is the average placement package in NIPER, Mohali for M.pharma and MBA?","('LISTING-placements-direct-opinion',)"
352,I'llcomplete my graduation in English honors and I want to be a news anchor. I am also doing certificate course in french. What should I do?,()
353,Which college can I get for B.Tech with 5595 general rank and 800 TFW rank in WBJEE? Which engineering branch can I get?,()
354,Does IIMs take MAT score for admission?,"('EXAM-scores-direct-opinion',)"
355,i have given gate 2010. my gate score is 409. rank 8302. am i eligible to apply for m.tech in signal processing here. and what are the chances of getting admission in this college for my rank..,()
356,I am expecting around 150 marks in JEE Mains 2017. What rank can I expect? Will I be eligible for chemical engineering at NIT Surathkal?,()
357,Can you share some details about JNU? What is the admission procedure and fee structure? Which courses do they offer?,()
358,What is the elgibility for doing MBA  correspondence after diploma,()
359,When will the admission procedure for BAMS begin or am I already too late to apply for it?,()
360,where can I find free chapter wise mock test papers for AIEEE &amp; BITS in online?,()
361,Which are the various courses for Product Designing and how are they different?,()
362,Can I join counselling as my score in JEE Mains is 40?,()
363,Is laptop included in tuition fees? Are some basic books and study material also included? What about the uniform?,"('LISTING-Fees-direct-opinion',)"
364,Which crash course would be useful to pursue after the completion of Diploma in mechanical engineering?,()
365,I am a student of B.Sc physics honors in Kolhan University. Can you provide its sample papers?,()
366,Which is a better option among KIIT University and SRM University for B.Tech?,()
367,What can i do after completing diploma in mechanical engineering,"('LISTING-placements-direct-factual',)"
368,"Do I have any chance to get into a good B-school? I have got 89.38 %ile and a composite score of 673.5 in MAT, May 2017.","('EXAM-scores-direct-opinion',)"
369,Can I get admission in BAMS after getting 67% in HSC and 91 marks in NEET?,()
370,Is it good to pursue MBA from Italy or Canada?,()
371,How can I apply in American universities for admission?,()
372,"please guide me regarding admission in foreign country in phd course specially in that  case if a person got the greencard  or become citizenship of that country till then that person need to qualify the Toefl  or the GRE exam specially for the US university, if not then what is the procedure  .",()
